profileID,respID,qID,altID,obsID,price,weight,poweroutput,capacity,technology,capacity_model,image
266,200,6,3,1598,30,180,10,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
34,200,7,1,1599,30,70,55,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
255,200,7,2,1599,40,230,80,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
290,200,7,3,1599,30,70,55,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
127,200,8,1,1600,40,230,80,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
141,200,8,2,1600,25,230,10,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
334,200,8,3,1600,30,230,10,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
110,201,1,1,1601,30,230,55,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
247,201,1,2,1601,40,110,80,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
258,201,1,3,1601,30,70,10,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
56,201,2,1,1602,50,110,80,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
245,201,2,2,1602,25,110,80,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
274,201,2,3,1602,30,70,50,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
21,201,3,1,1603,25,110,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
168,201,3,2,1603,50,110,55,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
374,201,3,3,1603,30,110,80,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
26,201,4,1,1604,30,180,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
239,201,4,2,1604,40,230,55,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
301,201,4,3,1604,25,230,55,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
44,201,5,1,1605,50,180,55,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
182,201,5,2,1605,30,110,80,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
283,201,5,3,1605,40,180,50,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
64,201,6,1,1606,50,230,80,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
195,201,6,2,1606,40,70,10,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
375,201,6,3,1606,40,110,80,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
86,201,7,1,1607,30,110,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
134,201,7,2,1607,30,110,10,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
331,201,7,3,1607,40,180,10,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
37,201,8,1,1608,25,110,55,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
153,201,8,2,1608,25,180,50,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
275,201,8,3,1608,40,70,50,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
113,202,1,1,1609,25,70,80,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
207,202,1,2,1609,40,230,10,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
291,202,1,3,1609,40,70,55,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
8,202,2,1,1610,50,110,10,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
215,202,2,2,1610,40,110,50,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
287,202,2,3,1610,40,230,50,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
20,202,3,1,1611,50,70,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
150,202,3,2,1611,30,110,50,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
328,202,3,3,1611,50,110,10,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
82,202,4,1,1612,30,70,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
211,202,4,2,1612,40,70,50,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
356,202,4,3,1612,50,70,55,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
66,202,5,1,1613,30,70,10,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
165,202,5,2,1613,25,110,55,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
381,202,5,3,1613,25,230,80,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
47,202,6,1,1614,40,230,55,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
235,202,6,2,1614,40,180,55,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
290,202,6,3,1614,30,70,55,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
92,202,7,1,1615,50,180,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
212,202,7,2,1615,50,70,50,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
261,202,7,3,1615,25,110,10,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
7,202,8,1,1616,40,110,10,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
231,202,8,2,1616,40,110,55,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
273,202,8,3,1616,25,70,50,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
27,203,1,1,1617,40,180,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
232,203,1,2,1617,50,110,55,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
301,203,1,3,1617,25,230,55,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
44,203,2,1,1618,50,180,55,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
204,203,2,2,1618,50,180,10,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
309,203,2,3,1618,25,110,80,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
78,203,3,1,1619,30,230,10,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
172,203,3,2,1619,50,180,55,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
298,203,3,3,1619,30,180,55,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
46,203,4,1,1620,30,230,55,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
248,203,4,2,1620,50,110,80,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
384,203,4,3,1620,50,230,80,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
68,203,5,1,1621,50,70,10,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
183,203,5,2,1621,40,110,80,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
291,203,5,3,1621,40,70,55,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
86,203,6,1,1622,30,110,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
202,203,6,2,1622,30,180,10,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
303,203,6,3,1622,40,230,55,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
38,203,7,1,1623,30,110,55,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
167,203,7,2,1623,40,110,55,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
356,203,7,3,1623,50,70,55,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
21,203,8,1,1624,25,110,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
235,203,8,2,1624,40,180,55,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
330,203,8,3,1624,30,180,10,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
78,204,1,1,1625,30,230,10,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
252,204,1,2,1625,50,180,80,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
315,204,1,3,1625,40,180,80,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
78,204,2,1,1626,30,230,10,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
152,204,2,2,1626,50,110,50,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
313,204,2,3,1626,25,180,80,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
102,204,3,1,1627,30,110,55,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
138,204,3,2,1627,30,180,10,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
300,204,3,3,1627,50,180,55,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
45,204,4,1,1628,25,230,55,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
175,204,4,2,1628,40,230,55,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
281,204,4,3,1628,25,180,50,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
14,204,5,1,1629,30,230,10,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
251,204,5,2,1629,40,180,80,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
310,204,5,3,1629,30,110,80,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
84,204,6,1,1630,50,70,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
167,204,6,2,1630,40,110,55,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
357,204,6,3,1630,25,110,55,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
31,204,7,1,1631,40,230,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
205,204,7,2,1631,25,230,10,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
316,204,7,3,1631,50,180,80,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
64,204,8,1,1632,50,230,80,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
192,204,8,2,1632,50,230,80,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
295,204,8,3,1632,40,110,55,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
19,205,1,1,1633,40,70,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
190,205,1,2,1633,30,230,80,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
355,205,1,3,1633,40,70,55,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
65,205,2,1,1634,25,70,10,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
194,205,2,2,1634,30,70,10,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
320,205,2,3,1634,50,230,80,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
56,205,3,1,1635,50,110,80,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
138,205,3,2,1635,30,180,10,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
280,205,3,3,1635,50,110,50,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
68,205,4,1,1636,50,70,10,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
247,205,4,2,1636,40,110,80,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
354,205,4,3,1636,30,70,55,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
32,205,5,1,1637,50,230,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
233,205,5,2,1637,25,180,55,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
310,205,5,3,1637,30,110,80,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
27,205,6,1,1638,40,180,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
222,205,6,2,1638,30,230,50,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
354,205,6,3,1638,30,70,55,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
20,205,7,1,1639,50,70,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
142,205,7,2,1639,30,230,10,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
335,205,7,3,1639,40,230,10,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
98,205,8,1,1640,30,70,55,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
192,205,8,2,1640,50,230,80,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
279,205,8,3,1640,40,110,50,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
19,206,1,1,1641,40,70,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
256,206,1,2,1641,50,230,80,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
355,206,1,3,1641,40,70,55,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
39,206,2,1,1642,40,110,55,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
159,206,2,2,1642,40,230,50,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
381,206,2,3,1642,25,230,80,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
95,206,3,1,1643,40,230,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
225,206,3,2,1643,25,70,55,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
269,206,3,3,1643,25,230,10,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
60,206,4,1,1644,50,180,80,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
191,206,4,2,1644,40,230,80,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
275,206,4,3,1644,40,70,50,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
19,206,5,1,1645,40,70,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
183,206,5,2,1645,40,110,80,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
336,206,5,3,1645,50,230,10,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
100,206,6,1,1646,50,70,55,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
225,206,6,2,1646,25,70,55,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
351,206,6,3,1646,40,230,50,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
109,206,7,1,1647,25,230,55,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
159,206,7,2,1647,40,230,50,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
319,206,7,3,1647,40,230,80,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
49,206,8,1,1648,25,70,80,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
161,206,8,2,1648,25,70,55,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
383,206,8,3,1648,40,230,80,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
23,207,1,1,1649,40,110,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
189,207,1,2,1649,25,230,80,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
299,207,1,3,1649,40,180,55,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
117,207,2,1,1650,25,110,80,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
249,207,2,2,1650,25,180,80,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
282,207,2,3,1650,30,180,50,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
122,207,3,1,1651,30,180,80,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
252,207,3,2,1651,50,180,80,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
344,207,3,3,1651,50,110,50,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
115,207,4,1,1652,40,70,80,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
221,207,4,2,1652,25,230,50,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
381,207,4,3,1652,25,230,80,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
63,207,5,1,1653,40,230,80,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
213,207,5,2,1653,25,110,50,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
371,207,5,3,1653,40,70,80,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
30,207,6,1,1654,30,230,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
230,207,6,2,1654,30,110,55,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
285,207,6,3,1654,25,230,50,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
86,207,7,1,1655,30,110,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
152,207,7,2,1655,50,110,50,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
278,207,7,3,1655,30,110,50,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
6,207,8,1,1656,30,110,10,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
162,207,8,2,1656,30,70,55,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
320,207,8,3,1656,50,230,80,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
4,208,1,1,1657,50,70,10,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
256,208,1,2,1657,50,230,80,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
276,208,1,3,1657,50,70,50,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
78,208,2,1,1658,30,230,10,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
210,208,2,2,1658,30,70,50,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
336,208,2,3,1658,50,230,10,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
64,208,3,1,1659,50,230,80,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
137,208,3,2,1659,25,180,10,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
294,208,3,3,1659,30,110,55,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
118,208,4,1,1660,30,110,80,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
178,208,4,2,1660,30,70,80,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
294,208,4,3,1660,30,110,55,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
48,208,5,1,1661,50,230,55,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
154,208,5,2,1661,30,180,50,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
285,208,5,3,1661,25,230,50,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
71,208,6,1,1662,40,110,10,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
196,208,6,2,1662,50,70,10,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
295,208,6,3,1662,40,110,55,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
124,208,7,1,1663,50,180,80,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
133,208,7,2,1663,25,110,10,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
303,208,7,3,1663,40,230,55,7000,batterypack,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
22,208,8,1,1664,30,110,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
236,208,8,2,1664,50,180,55,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
327,208,8,3,1664,40,110,10,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
91,209,1,1,1665,40,180,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
204,209,1,2,1665,50,180,10,10000,batterycase,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
372,209,1,3,1665,50,70,80,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
20,209,2,1,1666,50,70,50,0,solarcase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
146,209,2,2,1666,30,70,50,7000,batterycase,0,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
353,209,2,3,1666,25,70,55,10000,batterypack,3000,https://github.com/NiveaditaRazdan/Project/blob/main/NIMBLE.jpg?raw=true
