profileID,respID,qID,altID,obsID,price,weight,poweroutput,charge_cycles_per_day,technology,image
1,72,8,1,576,30,70,10,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
26,72,8,2,576,50,70,10,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
46,73,1,1,577,50,70,80,3,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
29,73,1,2,577,30,70,80,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
42,73,2,1,578,50,70,10,3,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
26,73,2,2,578,50,70,10,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
11,73,3,1,579,30,182,10,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
54,73,3,2,579,50,70,80,1,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
37,73,4,1,580,30,70,80,1,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
56,73,4,2,580,50,182,80,1,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
15,73,5,1,581,30,182,80,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
32,73,5,2,581,50,182,80,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
5,73,6,1,582,30,70,80,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
26,73,6,2,582,50,70,10,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
9,73,7,1,583,30,70,10,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
26,73,7,2,583,50,70,10,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
10,73,8,1,584,50,70,10,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
63,73,8,2,584,30,182,80,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
6,74,1,1,585,50,70,80,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
56,74,1,2,585,50,182,80,1,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
37,74,2,1,586,30,70,80,1,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
24,74,2,2,586,50,182,80,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
8,74,3,1,587,50,182,80,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
21,74,3,2,587,30,70,80,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
9,74,4,1,588,30,70,10,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
57,74,4,2,588,30,70,10,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
34,74,5,1,589,50,70,10,1,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
62,74,5,2,589,50,70,80,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
16,74,6,1,590,50,182,80,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
31,74,6,2,590,30,182,80,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
33,74,7,1,591,30,70,10,1,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
55,74,7,2,591,30,182,80,1,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
46,74,8,1,592,50,70,80,3,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
20,74,8,2,592,50,182,10,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
2,75,1,1,593,50,70,10,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
17,75,1,2,593,30,70,10,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
4,75,2,1,594,50,182,10,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
21,75,2,2,594,30,70,80,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
3,75,3,1,595,30,182,10,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
57,75,3,2,595,30,70,10,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
44,75,4,1,596,50,182,10,3,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
30,75,4,2,596,50,70,80,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
1,75,5,1,597,30,70,10,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
19,75,5,2,597,30,182,10,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
1,75,6,1,598,30,70,10,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
58,75,6,2,598,50,70,10,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
4,75,7,1,599,50,182,10,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
58,75,7,2,599,50,70,10,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
7,75,8,1,600,30,182,80,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
17,75,8,2,600,30,70,10,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
46,76,1,1,601,50,70,80,3,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
26,76,1,2,601,50,70,10,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
40,76,2,1,602,50,182,80,1,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
19,76,2,2,602,30,182,10,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
33,76,3,1,603,30,70,10,1,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
25,76,3,2,603,30,70,10,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
40,76,4,1,604,50,182,80,1,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
56,76,4,2,604,50,182,80,1,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
10,76,5,1,605,50,70,10,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
56,76,5,2,605,50,182,80,1,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
37,76,6,1,606,30,70,80,1,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
32,76,6,2,606,50,182,80,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
14,76,7,1,607,50,70,80,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
21,76,7,2,607,30,70,80,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
34,76,8,1,608,50,70,10,1,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
60,76,8,2,608,50,182,10,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
39,77,1,1,609,30,182,80,1,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
25,77,1,2,609,30,70,10,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
35,77,2,1,610,30,182,10,1,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
20,77,2,2,610,50,182,10,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
16,77,3,1,611,50,182,80,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
22,77,3,2,611,50,70,80,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
7,77,4,1,612,30,182,80,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
62,77,4,2,612,50,70,80,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
1,77,5,1,613,30,70,10,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
27,77,5,2,613,30,182,10,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
33,77,6,1,614,30,70,10,1,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
53,77,6,2,614,30,70,80,1,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
9,77,7,1,615,30,70,10,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
50,77,7,2,615,50,70,10,1,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
14,77,8,1,616,50,70,80,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
56,77,8,2,616,50,182,80,1,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
5,78,1,1,617,30,70,80,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
18,78,1,2,617,50,70,10,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
6,78,2,1,618,50,70,80,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
17,78,2,2,618,30,70,10,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
34,78,3,1,619,50,70,10,1,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
53,78,3,2,619,30,70,80,1,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
47,78,4,1,620,30,182,80,3,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
31,78,4,2,620,30,182,80,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
3,78,5,1,621,30,182,10,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
49,78,5,2,621,30,70,10,1,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
45,78,6,1,622,30,70,80,3,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
58,78,6,2,622,50,70,10,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
36,78,7,1,623,50,182,10,1,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
53,78,7,2,623,30,70,80,1,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
48,78,8,1,624,50,182,80,3,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
57,78,8,2,624,30,70,10,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
12,79,1,1,625,50,182,10,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
29,79,1,2,625,30,70,80,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
14,79,2,1,626,50,70,80,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
53,79,2,2,626,30,70,80,1,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
14,79,3,1,627,50,70,80,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
49,79,3,2,627,30,70,10,1,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
5,79,4,1,628,30,70,80,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
59,79,4,2,628,30,182,10,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
8,79,5,1,629,50,182,80,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
64,79,5,2,629,50,182,80,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
7,79,6,1,630,30,182,80,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
25,79,6,2,630,30,70,10,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
10,79,7,1,631,50,70,10,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
63,79,7,2,631,30,182,80,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
1,79,8,1,632,30,70,10,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
24,79,8,2,632,50,182,80,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
15,80,1,1,633,30,182,80,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
26,80,1,2,633,50,70,10,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
9,80,2,1,634,30,70,10,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
30,80,2,2,634,50,70,80,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
4,80,3,1,635,50,182,10,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
21,80,3,2,635,30,70,80,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
42,80,4,1,636,50,70,10,3,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
18,80,4,2,636,50,70,10,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
5,80,5,1,637,30,70,80,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
61,80,5,2,637,30,70,80,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
45,80,6,1,638,30,70,80,3,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
58,80,6,2,638,50,70,10,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
4,80,7,1,639,50,182,10,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
30,80,7,2,639,50,70,80,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
12,80,8,1,640,50,182,10,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
17,80,8,2,640,30,70,10,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
3,81,1,1,641,30,182,10,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
63,81,1,2,641,30,182,80,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
7,81,2,1,642,30,182,80,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
29,81,2,2,642,30,70,80,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
8,81,3,1,643,50,182,80,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
19,81,3,2,643,30,182,10,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
9,81,4,1,644,30,70,10,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
56,81,4,2,644,50,182,80,1,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
47,81,5,1,645,30,182,80,3,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
53,81,5,2,645,30,70,80,1,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
15,81,6,1,646,30,182,80,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
26,81,6,2,646,50,70,10,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
1,81,7,1,647,30,70,10,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
57,81,7,2,647,30,70,10,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
14,81,8,1,648,50,70,80,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
31,81,8,2,648,30,182,80,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
36,82,1,1,649,50,182,10,1,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
60,82,1,2,649,50,182,10,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
5,82,2,1,650,30,70,80,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
53,82,2,2,650,30,70,80,1,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
46,82,3,1,651,50,70,80,3,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
27,82,3,2,651,30,182,10,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
11,82,4,1,652,30,182,10,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
54,82,4,2,652,50,70,80,1,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
46,82,5,1,653,50,70,80,3,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
58,82,5,2,653,50,70,10,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
10,82,6,1,654,50,70,10,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
64,82,6,2,654,50,182,80,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
48,82,7,1,655,50,182,80,3,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
64,82,7,2,655,50,182,80,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
36,82,8,1,656,50,182,10,1,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
23,82,8,2,656,30,182,80,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
14,83,1,1,657,50,70,80,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
22,83,1,2,657,50,70,80,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
10,83,2,1,658,50,70,10,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
30,83,2,2,658,50,70,80,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
46,83,3,1,659,50,70,80,3,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
49,83,3,2,659,30,70,10,1,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
42,83,4,1,660,50,70,10,3,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
61,83,4,2,660,30,70,80,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
13,83,5,1,661,30,70,80,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
30,83,5,2,661,50,70,80,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
46,83,6,1,662,50,70,80,3,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
22,83,6,2,662,50,70,80,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
16,83,7,1,663,50,182,80,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
29,83,7,2,663,30,70,80,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
14,83,8,1,664,50,70,80,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
24,83,8,2,664,50,182,80,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
3,84,1,1,665,30,182,10,1,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
21,84,1,2,665,30,70,80,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
44,84,2,1,666,50,182,10,3,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
64,84,2,2,666,50,182,80,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
35,84,3,1,667,30,182,10,1,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
56,84,3,2,667,50,182,80,1,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
16,84,4,1,668,50,182,80,3,solar case,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
27,84,4,2,668,30,182,10,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
41,84,5,1,669,30,70,10,3,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
20,84,5,2,669,50,182,10,1,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
38,84,6,1,670,50,70,80,1,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
61,84,6,2,670,30,70,80,3,battery pack,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
41,84,7,1,671,30,70,10,3,solar case,https://raw.githubusercontent.com/apnguyen98/emse6035/main/EEFB51DB-1A71-40A1-B5C5-4501993A2A45.jpeg
32,84,7,2,671,50,182,80,3,battery pack,https://raw.githubusercontent.com/NiveaditaRazdan/Project/main/NIMBLE.jpg
